Invoice_Number,Invoice_Date,Due_Date,Posting_Date,Vendor_ID,Vendor_Country,Vendor_Payment_Terms,Vendor_Risk_Score,Invoice_Amount,Tax_Amount,Tax_Code,Tax_Rate,Payment_Method,Number_of_Approvals,Approval_Time_Days,Payment_Status,Three_Way_Match,PO_Amount_vs_Invoice_Diff,Goods_Receipt_vs_Invoice_Diff,Historical_Non_Compliance,Non_Compliant
100685,2025-11-16,2025-11-30,2025-11-20,1791,UK,Net 45,7,6717.97,3808.76,A1,28,Cash,1,11,Pending,Match,-442.61,-1,0,0
100686,2025-11-17,2025-12-01,2025-11-21,1335,China,Net 60,7,15894.85,4776.66,B2,28,Credit Card,1,19,Pending,Match,-361.04,2,0,0
100687,2025-11-18,2025-12-02,2025-11-22,1758,Germany,Net 45,8,44353.14,4439.74,B2,18,Cash,4,14,Paid,Mismatch,-48.54,-4,1,0
100688,2025-11-19,2025-12-03,2025-11-23,1257,India,Net 60,7,38858.96,1597.76,B2,12,Cash,2,21,Overdue,Match,-115.12,-1,0,0
100689,2025-11-20,2025-12-04,2025-11-24,1496,China,Net 60,5,36894.94,838.28,B2,12,Cash,4,28,Pending,Mismatch,282.73,-7,0,0
100690,2025-11-21,2025-12-05,2025-11-25,1987,China,Net 45,7,39968.17,3732.0,D4,12,Wire,2,11,Overdue,Match,-339.39,9,1,0
100691,2025-11-22,2025-12-06,2025-11-26,1895,Germany,Net 30,3,13836.19,1897.59,B2,12,Cash,4,28,Overdue,Match,476.1,5,0,0
100692,2025-11-23,2025-12-07,2025-11-27,1159,USA,Net 30,5,44428.36,2371.13,C3,18,Cash,1,21,Paid,Match,-184.93,9,0,0
100693,2025-11-24,2025-12-08,2025-11-28,1474,Germany,Net 45,7,7296.52,3155.68,C3,28,ACH,3,4,Pending,Match,-71.08,-5,0,0
100694,2025-11-25,2025-12-09,2025-11-29,1851,India,Net 30,9,17149.11,4540.28,C3,12,ACH,3,24,Paid,Match,-225.25,-2,0,0
100695,2025-11-26,2025-12-10,2025-11-30,1663,China,Net 60,2,29544.03,2101.25,D4,28,ACH,2,22,Paid,Match,79.36,2,0,0
100696,2025-11-27,2025-12-11,2025-12-01,1907,Germany,Net 60,4,5593.8,3918.75,B2,18,Credit Card,2,6,Overdue,Match,-441.37,-4,0,0
100697,2025-11-28,2025-12-12,2025-12-02,1689,USA,Net 45,7,36641.44,1349.02,C3,5,Credit Card,2,17,Overdue,Match,-350.32,7,0,0
100698,2025-11-29,2025-12-13,2025-12-03,1674,Germany,Net 30,1,19668.68,3492.88,C3,18,ACH,3,22,Overdue,Match,245.8,3,0,0
100699,2025-11-30,2025-12-14,2025-12-04,1379,UK,Net 30,2,39328.08,17.88,X99,12,Wire,2,32,Paid,Mismatch,9098.22,-6,1,1
100700,2025-12-01,2025-12-15,2025-12-05,1544,USA,Net 60,9,24898.37,4358.82,C3,5,Wire,4,13,Paid,Match,-264.49,2,0,0
100701,2025-12-02,2025-12-16,2025-12-06,1928,India,Net 45,7,9453.29,161.59,A1,18,ACH,4,22,Paid,Match,292.98,-3,0,0
100702,2025-12-03,2025-12-17,2025-12-07,1956,China,Net 30,7,36870.71,3566.64,B2,18,Credit Card,3,10,Paid,Match,-406.7,4,0,0
100703,2025-12-04,2025-12-18,2025-12-08,1690,Germany,Net 45,6,12981.13,240.83,B2,28,Credit Card,4,29,Paid,Match,-62.53,8,0,0
100704,2025-12-05,2025-12-19,2025-12-09,1426,USA,Net 30,3,24795.11,1338.57,D4,18,Wire,2,11,Paid,Match,-476.94,-2,0,0
100705,2025-12-06,2025-12-20,2025-12-10,1612,UK,Net 60,3,4238.9,2491.04,A1,5,Cash,3,29,Paid,Mismatch,-153.19,-5,0,0
100706,2025-12-07,2025-12-21,2025-12-11,1267,USA,Net 60,2,31084.4,2105.49,D4,18,Wire,2,6,Paid,Match,198.98,3,0,0
100707,2025-12-08,2025-12-22,2025-12-12,1834,UK,Net 45,6,33459.96,967.26,C3,12,Cash,4,2,Pending,Match,-409.9,-1,0,0
100708,2025-12-09,2025-12-23,2025-12-13,1576,India,Net 60,4,19244.37,1675.74,D4,28,Credit Card,2,1,Pending,Match,388.33,-2,0,0
100709,2025-12-10,2025-12-24,2025-12-14,1416,China,Net 30,5,47743.93,3641.25,C3,5,Credit Card,3,11,Pending,Match,409.5,6,0,0
100710,2025-12-11,2025-12-25,2025-12-15,1167,India,Net 60,3,43771.36,3349.59,C3,5,ACH,2,16,Pending,Match,-395.01,2,0,0
100711,2025-12-12,2025-12-26,2025-12-16,1841,Germany,Net 45,6,35543.08,368.35,X99,18,Credit Card,4,47,Paid,Mismatch,7711.67,6,1,1
100712,2025-12-13,2025-12-27,2025-12-17,1042,USA,Net 45,3,35825.78,3739.11,B2,12,Cash,1,5,Paid,Match,-202.47,8,0,0
100713,2025-12-14,2025-12-28,2025-12-18,1555,UK,Net 45,8,12993.88,274.7,B2,28,Wire,3,15,Overdue,Match,-415.9,2,0,0
100714,2025-12-15,2025-12-29,2025-12-19,1284,UK,Net 30,9,33012.35,2719.2,B2,5,ACH,2,15,Overdue,Match,-494.93,-2,0,0
100715,2025-12-16,2025-12-30,2025-12-20,1396,USA,Net 30,4,10311.21,1307.71,B2,28,Cash,3,4,Pending,Match,-91.48,-10,0,0
100716,2025-12-17,2025-12-31,2025-12-21,1011,USA,Net 30,9,7628.16,2942.57,A1,18,Wire,2,23,Overdue,Match,129.81,-10,0,0
100717,2025-12-18,2026-01-01,2025-12-22,1606,Germany,Net 30,7,49973.66,1314.03,B2,12,Wire,1,4,Pending,Match,-167.82,-6,0,0
100718,2025-12-19,2026-01-02,2025-12-23,1301,India,Net 30,3,31307.61,4924.94,D4,18,Wire,4,8,Paid,Match,336.72,-3,0,0
100719,2025-12-20,2026-01-03,2025-12-24,1897,UK,Net 60,7,21833.9,1555.54,C3,28,Credit Card,2,7,Paid,Match,216.61,7,0,0
100720,2025-12-21,2026-01-04,2025-12-25,1252,Germany,Net 30,1,14764.14,1217.38,B2,18,Wire,2,26,Overdue,Mismatch,-149.84,-7,1,0
100721,2025-12-22,2026-01-05,2025-12-26,1498,India,Net 30,3,30394.06,1399.54,A1,28,Credit Card,1,25,Paid,Match,234.31,-10,1,0
100722,2025-12-23,2026-01-06,2025-12-27,1753,Germany,Net 60,6,2954.88,4483.4,X99,5,Wire,3,67,Paid,Mismatch,4508.25,4,1,1
100723,2025-12-24,2026-01-07,2025-12-28,1034,UK,Net 30,4,5186.71,3184.73,D4,5,Wire,4,15,Pending,Match,-406.9,9,0,0
100724,2025-12-25,2026-01-08,2025-12-29,1726,USA,Net 45,7,2126.41,3656.11,X99,18,Credit Card,2,35,Overdue,Mismatch,7954.74,-7,1,1
100725,2025-12-26,2026-01-09,2025-12-30,1848,USA,Net 30,3,25208.91,4590.87,D4,5,Credit Card,2,13,Paid,Match,-36.67,-2,0,0
100726,2025-12-27,2026-01-10,2025-12-31,1089,India,Net 30,1,30230.03,4560.24,D4,28,Cash,4,4,Overdue,Match,-2.01,9,0,0
100727,2025-12-28,2026-01-11,2026-01-01,1775,China,Net 45,9,3592.75,3697.34,D4,5,Wire,1,22,Paid,Match,42.2,-1,0,0
100728,2025-12-29,2026-01-12,2026-01-02,1604,India,Net 45,6,36200.61,997.14,D4,12,Credit Card,3,17,Pending,Match,-199.37,4,0,0
100729,2025-12-30,2026-01-13,2026-01-03,1921,China,Net 45,8,11904.56,4218.43,X99,12,Cash,4,57,Paid,Mismatch,1236.74,-8,1,1
100730,2025-12-31,2026-01-14,2026-01-04,1969,Germany,Net 45,3,34417.47,1026.84,C3,18,Cash,3,17,Overdue,Match,145.08,-9,0,0
100731,2026-01-01,2026-01-15,2026-01-05,1601,Germany,Net 30,8,49103.91,3717.07,B2,18,Credit Card,1,14,Overdue,Match,77.82,-6,0,0
100732,2026-01-02,2026-01-16,2026-01-06,1417,UK,Net 45,2,34709.74,3431.16,D4,18,Wire,1,14,Pending,Mismatch,-386.24,-10,0,0
100733,2026-01-03,2026-01-17,2026-01-07,1114,China,Net 45,4,44218.06,3796.86,A1,18,Cash,4,17,Paid,Match,-23.03,0,0,0
100734,2026-01-04,2026-01-18,2026-01-08,1616,UK,Net 60,3,47435.83,2668.1,C3,28,Wire,2,8,Pending,Match,-143.77,1,0,0
100735,2026-01-05,2026-01-19,2026-01-09,1902,USA,Net 45,1,24594.18,3197.24,B2,28,Wire,1,2,Overdue,Match,-8.96,-8,1,0
100736,2026-01-06,2026-01-20,2026-01-10,1195,China,Net 45,7,35265.09,4767.07,C3,12,Cash,1,26,Pending,Match,421.87,5,0,0
100737,2026-01-07,2026-01-21,2026-01-11,1825,India,Net 60,2,42672.48,514.43,A1,28,Credit Card,4,13,Paid,Match,-19.47,3,0,0
100738,2026-01-08,2026-01-22,2026-01-12,1500,USA,Net 60,4,18152.14,1551.15,A1,5,Wire,4,22,Paid,Match,-486.02,1,0,0
100739,2026-01-09,2026-01-23,2026-01-13,1625,USA,Net 30,9,13439.17,3060.67,A1,12,ACH,4,16,Pending,Mismatch,-61.16,9,0,0
100740,2026-01-10,2026-01-24,2026-01-14,1492,India,Net 60,6,47356.63,4820.63,D4,18,Credit Card,1,16,Overdue,Match,320.65,5,0,0
100741,2026-01-11,2026-01-25,2026-01-15,1074,USA,Net 30,8,36452.02,486.92,X99,18,Cash,3,37,Overdue,Mismatch,3812.77,-3,1,1
100742,2026-01-12,2026-01-26,2026-01-16,1412,China,Net 60,2,11374.27,122.52,B2,28,ACH,1,22,Pending,Match,13.39,6,0,0
100743,2026-01-13,2026-01-27,2026-01-17,1375,UK,Net 60,7,22729.63,288.19,D4,12,Wire,4,24,Paid,Match,-250.23,6,0,0
100744,2026-01-14,2026-01-28,2026-01-18,1419,USA,Net 30,6,39924.36,271.5,C3,28,Credit Card,2,4,Paid,Mismatch,-34.91,-4,0,0
100745,2026-01-15,2026-01-29,2026-01-19,1728,China,Net 60,9,27579.62,4540.0,B2,28,ACH,2,3,Paid,Match,63.7,4,0,0
100746,2026-01-16,2026-01-30,2026-01-20,1276,Germany,Net 30,7,32672.63,3609.08,D4,28,Credit Card,4,6,Paid,Mismatch,499.87,-2,0,0
100747,2026-01-17,2026-01-31,2026-01-21,1760,China,Net 60,1,37811.53,3388.76,A1,12,Wire,2,4,Overdue,Match,144.18,-7,0,0
100748,2026-01-18,2026-02-01,2026-01-22,1675,UK,Net 45,8,31289.45,2617.64,C3,18,Credit Card,1,18,Paid,Match,194.26,-3,0,0
100749,2026-01-19,2026-02-02,2026-01-23,1393,China,Net 60,3,27233.93,3911.94,A1,5,ACH,3,6,Pending,Match,-8.55,-1,0,0
100750,2026-01-20,2026-02-03,2026-01-24,1868,India,Net 30,2,37605.91,786.68,X99,18,Credit Card,1,33,Pending,Mismatch,1677.7,4,1,1
100751,2026-01-21,2026-02-04,2026-01-25,1456,UK,Net 60,3,36514.37,1965.79,B2,12,Cash,4,5,Pending,Match,312.95,7,0,0
100752,2026-01-22,2026-02-05,2026-01-26,1919,Germany,Net 30,6,31678.68,2455.12,D4,18,Cash,1,27,Pending,Mismatch,-5.07,3,0,0
100753,2026-01-23,2026-02-06,2026-01-27,1191,India,Net 30,3,18309.58,560.94,B2,18,ACH,2,9,Paid,Match,494.69,-6,0,0
100754,2026-01-24,2026-02-07,2026-01-28,1738,China,Net 45,5,20587.7,2103.37,C3,5,Credit Card,1,11,Overdue,Match,-42.88,-2,0,0
100755,2026-01-25,2026-02-08,2026-01-29,1688,UK,Net 45,6,48536.71,1589.34,D4,18,ACH,3,6,Paid,Match,-432.0,2,0,0
100756,2026-01-26,2026-02-09,2026-01-30,1098,Germany,Net 30,8,6063.1,187.55,C3,18,Credit Card,2,16,Overdue,Match,182.58,8,0,0
100757,2026-01-27,2026-02-10,2026-01-31,1547,India,Net 60,7,13790.99,692.31,A1,18,Wire,3,19,Paid,Match,-453.36,0,0,0
100758,2026-01-28,2026-02-11,2026-02-01,1977,Germany,Net 30,8,24873.89,3822.54,X99,28,Cash,3,58,Overdue,Mismatch,6655.22,1,1,1
100759,2026-01-29,2026-02-12,2026-02-02,1998,China,Net 30,3,41918.12,100.01,C3,12,Wire,3,21,Pending,Mismatch,-146.26,-8,0,0
100760,2026-01-30,2026-02-13,2026-02-03,1095,Germany,Net 60,4,8601.95,4671.92,B2,12,Credit Card,1,15,Pending,Match,239.48,-9,0,0
100761,2026-01-31,2026-02-14,2026-02-04,1663,USA,Net 60,6,14209.25,441.26,A1,5,Wire,1,26,Overdue,Match,-5.76,4,0,0
100762,2026-02-01,2026-02-15,2026-02-05,1662,India,Net 60,7,3757.01,3998.2,X99,28,ACH,1,71,Overdue,Mismatch,7737.91,-6,1,1
100763,2026-02-02,2026-02-16,2026-02-06,1189,Germany,Net 60,9,35446.27,4494.1,A1,28,ACH,1,9,Overdue,Match,116.85,-4,0,0
100764,2026-02-03,2026-02-17,2026-02-07,1735,China,Net 30,1,12291.37,4706.27,A1,18,Credit Card,2,24,Pending,Match,-88.56,-7,0,0
100765,2026-02-04,2026-02-18,2026-02-08,1036,China,Net 30,8,19739.4,4338.71,C3,12,Cash,1,19,Pending,Match,421.83,-6,0,0
100766,2026-02-05,2026-02-19,2026-02-09,1779,Germany,Net 45,8,22463.22,1444.87,B2,5,ACH,2,25,Paid,Match,-0.44,5,0,0
100767,2026-02-06,2026-02-20,2026-02-10,1368,China,Net 30,6,44620.04,1672.1,C3,28,Cash,3,19,Overdue,Match,208.98,4,0,0
100768,2026-02-07,2026-02-21,2026-02-11,1694,UK,Net 60,4,20860.85,2138.46,X99,18,Credit Card,2,81,Overdue,Mismatch,4163.28,5,1,1
100769,2026-02-08,2026-02-22,2026-02-12,1524,UK,Net 45,3,7688.64,705.09,C3,5,Cash,4,26,Overdue,Match,260.97,-7,0,0
100770,2026-02-09,2026-02-23,2026-02-13,1278,UK,Net 60,3,26453.59,121.14,A1,28,Credit Card,1,9,Pending,Match,220.96,-5,0,0
100771,2026-02-10,2026-02-24,2026-02-14,1216,USA,Net 30,6,48166.42,4346.92,B2,5,Wire,4,23,Overdue,Match,404.08,7,0,0
100772,2026-02-11,2026-02-25,2026-02-15,1866,Germany,Net 45,8,30580.44,2775.1,B2,28,Credit Card,2,4,Overdue,Match,-466.18,-8,0,0
100773,2026-02-12,2026-02-26,2026-02-16,1872,USA,Net 60,7,49177.67,3047.53,C3,5,Wire,1,10,Pending,Match,-52.5,-6,0,0
100774,2026-02-13,2026-02-27,2026-02-17,1797,China,Net 45,1,42134.81,4635.67,A1,28,Credit Card,4,9,Overdue,Match,179.16,-9,0,0
100775,2026-02-14,2026-02-28,2026-02-18,1272,USA,Net 45,6,2280.3,3328.95,B2,28,ACH,1,19,Paid,Match,-404.84,5,0,0
100776,2026-02-15,2026-03-01,2026-02-19,1880,China,Net 30,7,33090.78,3457.36,D4,5,ACH,2,15,Pending,Match,-89.4,-5,0,0
100777,2026-02-16,2026-03-02,2026-02-20,1061,China,Net 60,7,14694.96,3936.97,B2,28,Cash,4,19,Pending,Match,442.15,4,0,0
100778,2026-02-17,2026-03-03,2026-02-21,1595,India,Net 45,9,28201.03,590.58,C3,28,Credit Card,2,2,Pending,Match,-64.07,7,0,0
100779,2026-02-18,2026-03-04,2026-02-22,1879,UK,Net 45,5,14327.59,1807.21,D4,28,Credit Card,4,10,Paid,Match,485.4,-5,0,0
100780,2026-02-19,2026-03-05,2026-02-23,1728,China,Net 60,1,17769.09,4841.36,A1,5,Credit Card,3,19,Pending,Match,-443.16,2,0,0
100781,2026-02-20,2026-03-06,2026-02-24,1341,India,Net 45,2,46196.85,4615.42,D4,5,Cash,3,17,Pending,Mismatch,217.83,2,0,0
100782,2026-02-21,2026-03-07,2026-02-25,1396,UK,Net 45,4,10728.84,4421.54,D4,28,ACH,3,20,Pending,Match,81.02,-10,0,0
100783,2026-02-22,2026-03-08,2026-02-26,1698,China,Net 45,5,43768.4,2265.92,C3,28,Credit Card,3,24,Pending,Match,0.54,5,0,0
100784,2026-02-23,2026-03-09,2026-02-27,1018,China,Net 60,9,2007.66,4287.39,B2,5,Cash,3,21,Paid,Mismatch,470.85,-7,0,0
100785,2026-02-24,2026-03-10,2026-02-28,1176,USA,Net 60,1,4998.39,251.5,A1,18,Credit Card,2,2,Overdue,Match,-370.35,6,0,0
100786,2026-02-25,2026-03-11,2026-03-01,1611,USA,Net 60,3,42806.41,751.1,D4,28,Wire,3,19,Overdue,Match,396.0,7,0,0
100787,2026-02-26,2026-03-12,2026-03-02,1395,UK,Net 60,5,31712.52,2075.7,C3,18,Credit Card,2,17,Pending,Mismatch,191.24,5,0,0
100788,2026-02-27,2026-03-13,2026-03-03,1444,China,Net 30,3,37488.19,2422.13,B2,5,Wire,3,18,Paid,Mismatch,-241.0,-10,0,0
100789,2026-02-28,2026-03-14,2026-03-04,1232,Germany,Net 45,4,10866.17,1324.9,X99,28,Cash,1,54,Pending,Mismatch,7347.62,-5,1,1
100790,2026-03-01,2026-03-15,2026-03-05,1914,USA,Net 60,3,27085.63,1788.82,C3,18,Cash,3,2,Overdue,Match,-70.71,0,0,0
100791,2026-03-02,2026-03-16,2026-03-06,1075,UK,Net 45,4,36992.35,822.25,C3,5,ACH,1,19,Overdue,Match,314.23,-5,0,0
100792,2026-03-03,2026-03-17,2026-03-07,1264,China,Net 45,1,31552.05,2450.78,C3,18,Credit Card,2,1,Paid,Match,-111.16,6,0,0
100793,2026-03-04,2026-03-18,2026-03-08,1454,China,Net 30,8,23849.09,3971.28,A1,12,Cash,3,11,Overdue,Mismatch,350.93,-7,0,0
100794,2026-03-05,2026-03-19,2026-03-09,1795,Germany,Net 60,4,48009.3,3310.19,B2,5,ACH,4,25,Pending,Match,136.63,3,1,0
100795,2026-03-06,2026-03-20,2026-03-10,1717,UK,Net 60,7,33969.79,547.88,D4,12,Credit Card,2,10,Paid,Match,-358.95,3,0,0
100796,2026-03-07,2026-03-21,2026-03-11,1734,China,Net 45,2,45433.66,2443.03,B2,5,Cash,3,5,Overdue,Match,149.66,9,0,0
100797,2026-03-08,2026-03-22,2026-03-12,1383,USA,Net 60,2,36623.64,3491.26,B2,5,Wire,2,16,Pending,Match,-308.66,-3,0,0
100798,2026-03-09,2026-03-23,2026-03-13,1563,Germany,Net 45,6,36905.44,2654.18,D4,28,Cash,4,24,Paid,Match,-88.08,-9,0,0
100799,2026-03-10,2026-03-24,2026-03-14,1850,UK,Net 45,2,4460.9,1964.46,B2,12,Wire,3,5,Pending,Match,-329.7,-6,0,0
100800,2026-03-11,2026-03-25,2026-03-15,1505,Germany,Net 30,6,18293.5,3113.35,A1,12,ACH,4,24,Overdue,Match,-477.98,-7,0,0
100801,2026-03-12,2026-03-26,2026-03-16,1366,USA,Net 30,2,42989.29,4843.51,X99,12,ACH,3,56,Pending,Mismatch,9711.58,-1,1,1
100802,2026-03-13,2026-03-27,2026-03-17,1143,UK,Net 30,4,12013.89,483.59,D4,5,Credit Card,1,12,Paid,Match,36.37,9,0,0
100803,2026-03-14,2026-03-28,2026-03-18,1884,Germany,Net 45,7,6217.54,1956.18,C3,12,Credit Card,2,4,Pending,Match,-18.44,-8,0,0
100804,2026-03-15,2026-03-29,2026-03-19,1068,India,Net 60,8,16642.25,2038.96,B2,12,Credit Card,4,23,Overdue,Match,1.5,5,0,0
100805,2026-03-16,2026-03-30,2026-03-20,1098,USA,Net 30,3,11411.68,2889.07,D4,28,ACH,2,6,Paid,Match,-252.31,-1,0,0
100806,2026-03-17,2026-03-31,2026-03-21,1395,USA,Net 60,9,46301.77,769.35,X99,18,Wire,4,56,Paid,Mismatch,7176.14,4,1,1
100807,2026-03-18,2026-04-01,2026-03-22,1024,USA,Net 30,2,43464.35,891.45,A1,18,Credit Card,2,9,Overdue,Mismatch,204.26,-7,0,0
100808,2026-03-19,2026-04-02,2026-03-23,1947,India,Net 30,8,25234.32,1433.95,C3,12,Credit Card,2,12,Pending,Match,-142.03,-10,0,0
100809,2026-03-20,2026-04-03,2026-03-24,1890,India,Net 45,8,3536.52,4779.79,D4,12,ACH,2,26,Pending,Match,381.17,4,0,0
100810,2026-03-21,2026-04-04,2026-03-25,1468,China,Net 30,4,35870.84,3673.2,A1,12,Wire,1,15,Overdue,Match,144.02,-1,0,0
100811,2026-03-22,2026-04-05,2026-03-26,1483,Germany,Net 30,1,31358.88,3311.85,D4,12,Cash,3,16,Paid,Mismatch,213.04,9,0,0
100812,2026-03-23,2026-04-06,2026-03-27,1564,China,Net 45,1,48542.46,4086.62,D4,18,Credit Card,1,13,Overdue,Match,-222.66,7,1,0
100813,2026-03-24,2026-04-07,2026-03-28,1150,Germany,Net 60,2,28168.19,646.61,D4,28,Cash,2,25,Paid,Match,-499.39,5,0,0
100814,2026-03-25,2026-04-08,2026-03-29,1143,India,Net 30,9,17151.49,4298.07,A1,5,Cash,4,21,Paid,Match,365.38,-2,1,0
100815,2026-03-26,2026-04-09,2026-03-30,1568,India,Net 45,2,26191.57,2978.22,B2,12,Credit Card,2,24,Pending,Match,322.42,8,0,0
100816,2026-03-27,2026-04-10,2026-03-31,1038,China,Net 30,2,48973.53,1683.29,D4,12,ACH,3,7,Overdue,Mismatch,-376.81,6,0,0
100817,2026-03-28,2026-04-11,2026-04-01,1108,UK,Net 45,6,34969.94,4081.12,D4,18,Credit Card,1,25,Paid,Match,-125.89,-1,0,0
100818,2026-03-29,2026-04-12,2026-04-02,1692,China,Net 60,7,33762.82,4014.8,B2,12,Wire,3,23,Pending,Match,161.34,8,0,0
100819,2026-03-30,2026-04-13,2026-04-03,1041,Germany,Net 60,7,12413.74,4230.09,D4,28,Wire,4,20,Overdue,Match,152.11,-3,0,0
100820,2026-03-31,2026-04-14,2026-04-04,1185,China,Net 45,9,37308.32,586.43,C3,28,Credit Card,3,4,Overdue,Match,360.35,8,0,0
100821,2026-04-01,2026-04-15,2026-04-05,1934,USA,Net 45,6,37638.46,4847.11,D4,12,Cash,1,11,Paid,Match,-359.73,-6,0,0
100822,2026-04-02,2026-04-16,2026-04-06,1397,Germany,Net 45,8,16205.8,4798.53,C3,18,Wire,4,8,Paid,Match,-70.06,-9,0,0
100823,2026-04-03,2026-04-17,2026-04-07,1222,Germany,Net 60,6,24443.83,1793.77,B2,12,Wire,3,6,Paid,Mismatch,-402.78,4,0,0
100824,2026-04-04,2026-04-18,2026-04-08,1633,UK,Net 30,2,15082.86,338.81,A1,12,Credit Card,1,25,Overdue,Match,-110.4,6,1,0
100825,2026-04-05,2026-04-19,2026-04-09,1132,India,Net 60,1,13305.9,843.61,B2,18,Credit Card,1,10,Paid,Match,-484.89,-1,0,0
100826,2026-04-06,2026-04-20,2026-04-10,1162,Germany,Net 45,5,1781.86,4964.23,D4,28,ACH,2,7,Overdue,Match,398.27,-9,0,0
100827,2026-04-07,2026-04-21,2026-04-11,1214,India,Net 45,9,14617.98,2819.43,C3,5,Credit Card,3,7,Pending,Match,27.04,-2,0,0
100828,2026-04-08,2026-04-22,2026-04-12,1732,China,Net 60,8,27921.51,1789.54,A1,12,Credit Card,4,4,Overdue,Match,349.8,-9,1,0
100829,2026-04-09,2026-04-23,2026-04-13,1234,USA,Net 45,4,579.26,1448.13,D4,28,Wire,2,3,Paid,Match,-440.1,7,0,0
100830,2026-04-10,2026-04-24,2026-04-14,1842,UK,Net 60,5,14519.34,1292.39,A1,12,Wire,3,24,Overdue,Match,-272.54,1,1,0
100831,2026-04-11,2026-04-25,2026-04-15,1657,India,Net 45,5,44129.81,3324.12,A1,5,Wire,3,7,Paid,Match,-240.62,4,0,0
100832,2026-04-12,2026-04-26,2026-04-16,1750,Germany,Net 30,6,29885.6,2102.75,D4,18,Cash,4,4,Pending,Match,-113.31,9,0,0
100833,2026-04-13,2026-04-27,2026-04-17,1587,India,Net 30,3,30589.21,4827.4,B2,28,Wire,2,13,Paid,Match,302.87,-5,0,0
100834,2026-04-14,2026-04-28,2026-04-18,1008,Germany,Net 45,5,20466.53,3422.38,D4,5,Wire,2,20,Paid,Match,-113.44,7,0,0
100835,2026-04-15,2026-04-29,2026-04-19,1073,India,Net 60,2,33985.37,3962.3,D4,12,Credit Card,4,17,Paid,Match,-295.35,2,0,0
100836,2026-04-16,2026-04-30,2026-04-20,1953,Germany,Net 30,1,9901.67,1470.78,B2,5,ACH,2,27,Paid,Match,-435.01,-7,0,0
100837,2026-04-17,2026-05-01,2026-04-21,1491,China,Net 60,1,41027.97,405.14,C3,28,Wire,1,7,Paid,Match,-420.51,1,0,0
100838,2026-04-18,2026-05-02,2026-04-22,1912,Germany,Net 45,7,6276.11,2444.24,D4,18,ACH,4,17,Paid,Match,260.05,-2,0,0
100839,2026-04-19,2026-05-03,2026-04-23,1252,Germany,Net 60,2,32972.07,1579.76,A1,12,Wire,3,26,Pending,Match,-55.2,-9,0,0
100840,2026-04-20,2026-05-04,2026-04-24,1229,USA,Net 30,4,17386.89,1018.39,D4,18,Wire,4,26,Pending,Match,226.18,5,0,0
100841,2026-04-21,2026-05-05,2026-04-25,1518,Germany,Net 60,5,37501.89,4763.68,D4,18,ACH,1,4,Overdue,Match,182.29,-10,0,0
100842,2026-04-22,2026-05-06,2026-04-26,1173,USA,Net 60,7,27713.35,2225.5,A1,5,Credit Card,4,11,Paid,Mismatch,-364.64,-7,0,0
100843,2026-04-23,2026-05-07,2026-04-27,1652,UK,Net 45,2,22891.48,881.8,B2,5,Wire,3,3,Overdue,Match,-357.11,4,0,0
100844,2026-04-24,2026-05-08,2026-04-28,1167,USA,Net 45,6,8886.41,1001.27,C3,28,ACH,3,11,Pending,Mismatch,255.34,9,0,0
100845,2026-04-25,2026-05-09,2026-04-29,1169,China,Net 45,1,32022.66,1410.74,C3,28,Wire,4,3,Pending,Match,221.27,-10,0,0
100846,2026-04-26,2026-05-10,2026-04-30,1392,USA,Net 30,7,48751.11,4996.59,A1,18,Cash,4,12,Paid,Match,-121.97,9,0,0
100847,2026-04-27,2026-05-11,2026-05-01,1945,UK,Net 30,9,41367.37,1347.38,B2,28,Cash,1,1,Paid,Match,-422.58,4,0,0
100848,2026-04-28,2026-05-12,2026-05-02,1794,China,Net 45,5,3470.41,1650.72,D4,18,Cash,1,4,Overdue,Match,-487.9,-8,0,0
100849,2026-04-29,2026-05-13,2026-05-03,1633,India,Net 45,5,19123.35,3300.05,D4,12,Cash,3,14,Pending,Mismatch,-211.84,2,0,0
100850,2026-04-30,2026-05-14,2026-05-04,1193,India,Net 30,4,46316.36,1476.87,D4,18,Credit Card,2,1,Overdue,Match,-490.78,7,0,0
100851,2026-05-01,2026-05-15,2026-05-05,1516,USA,Net 30,3,25400.67,1086.86,D4,28,Cash,2,14,Overdue,Match,-269.93,2,0,0
100852,2026-05-02,2026-05-16,2026-05-06,1028,USA,Net 30,9,33274.54,801.6,D4,28,ACH,2,13,Overdue,Match,-80.5,-1,0,0
100853,2026-05-03,2026-05-17,2026-05-07,1164,UK,Net 30,5,45673.67,1570.29,X99,18,Wire,2,61,Paid,Mismatch,2290.3,9,1,1
100854,2026-05-04,2026-05-18,2026-05-08,1421,UK,Net 45,8,43752.84,538.52,D4,5,ACH,3,24,Pending,Match,-395.72,-4,0,0
100855,2026-05-05,2026-05-19,2026-05-09,1338,Germany,Net 30,9,25340.11,103.05,D4,18,Cash,2,15,Overdue,Match,396.44,-3,1,0
100856,2026-05-06,2026-05-20,2026-05-10,1647,UK,Net 45,5,22163.49,4025.16,B2,18,Credit Card,2,17,Pending,Match,85.47,-10,0,0
100857,2026-05-07,2026-05-21,2026-05-11,1495,Germany,Net 60,9,17314.78,698.1,D4,5,Cash,4,12,Pending,Match,434.46,7,0,0
100858,2026-05-08,2026-05-22,2026-05-12,1364,China,Net 60,2,36091.46,3882.12,C3,12,Cash,2,22,Overdue,Match,-154.17,1,0,0
